Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
110,99,9,8,101,91,13,Train/13/00013_00030_00028.png
122,107,11,9,112,98,13,Train/13/00013_00030_00029.png
29,26,5,5,24,21,13,Train/13/00013_00031_00000.png
29,27,5,5,24,22,13,Train/13/00013_00031_00001.png
30,27,6,5,25,22,13,Train/13/00013_00031_00002.png
31,27,6,6,26,22,13,Train/13/00013_00031_00003.png
30,29,6,6,25,24,13,Train/13/00013_00031_00004.png
30,29,5,5,25,24,13,Train/13/00013_00031_00005.png
31,29,6,6,26,24,13,Train/13/00013_00031_00006.png
32,30,6,6,27,25,13,Train/13/00013_00031_00007.png
33,31,6,6,28,26,13,Train/13/00013_00031_00008.png
32,30,5,5,27,25,13,Train/13/00013_00031_00009.png
33,32,5,6,28,27,13,Train/13/00013_00031_00010.png
34,32,5,5,29,27,13,Train/13/00013_00031_00011.png
35,33,6,6,30,28,13,Train/13/00013_00031_00012.png
36,33,6,6,31,28,13,Train/13/00013_00031_00013.png
35,34,5,6,30,29,13,Train/13/00013_00031_00014.png
37,34,6,6,32,29,13,Train/13/00013_00031_00015.png
38,36,6,6,33,31,13,Train/13/00013_00031_00016.png
39,35,6,5,34,30,13,Train/13/00013_00031_00017.png
40,38,5,6,35,33,13,Train/13/00013_00031_00018.png
41,39,5,6,36,34,13,Train/13/00013_00031_00019.png
44,38,6,5,39,33,13,Train/13/00013_00031_00020.png
44,38,6,5,39,33,13,Train/13/00013_00031_00021.png
47,42,6,5,42,37,13,Train/13/00013_00031_00022.png
48,43,5,6,43,38,13,Train/13/00013_00031_00023.png
50,44,6,6,45,39,13,Train/13/00013_00031_00024.png
52,46,5,5,47,41,13,Train/13/00013_00031_00025.png
54,50,6,6,49,45,13,Train/13/00013_00031_00026.png
56,50,6,5,51,45,13,Train/13/00013_00031_00027.png
57,52,5,6,52,47,13,Train/13/00013_00031_00028.png
60,52,5,5,55,47,13,Train/13/00013_00031_00029.png
33,31,6,6,28,26,13,Train/13/00013_00032_00000.png
34,31,6,6,29,26,13,Train/13/00013_00032_00001.png
35,32,5,5,29,26,13,Train/13/00013_00032_00002.png
36,33,6,5,31,28,13,Train/13/00013_00032_00003.png
38,35,6,5,33,29,13,Train/13/00013_00032_00004.png
40,37,6,6,34,31,13,Train/13/00013_00032_00005.png
40,37,5,6,34,32,13,Train/13/00013_00032_00006.png
41,37,5,5,35,31,13,Train/13/00013_00032_00007.png
43,39,6,6,38,33,13,Train/13/00013_00032_00008.png
44,38,5,5,38,32,13,Train/13/00013_00032_00009.png
46,37,6,5,41,32,13,Train/13/00013_00032_00010.png
47,40,5,6,42,34,13,Train/13/00013_00032_00011.png
51,41,6,6,45,36,13,Train/13/00013_00032_00012.png
52,43,6,6,47,38,13,Train/13/00013_00032_00013.png
56,45,6,5,50,40,13,Train/13/00013_00032_00014.png
57,47,5,6,52,42,13,Train/13/00013_00032_00015.png
60,47,5,6,55,42,13,Train/13/00013_00032_00016.png
65,48,6,5,59,43,13,Train/13/00013_00032_00017.png
68,51,6,6,62,46,13,Train/13/00013_00032_00018.png
72,53,7,6,66,48,13,Train/13/00013_00032_00019.png
77,55,7,5,70,49,13,Train/13/00013_00032_00020.png
80,58,7,6,73,53,13,Train/13/00013_00032_00021.png
85,63,8,6,78,57,13,Train/13/00013_00032_00022.png
90,68,8,6,82,61,13,Train/13/00013_00032_00023.png
101,75,9,6,93,69,13,Train/13/00013_00032_00024.png
115,85,10,7,105,78,13,Train/13/00013_00032_00025.png
130,96,11,8,118,88,13,Train/13/00013_00032_00026.png
146,108,13,9,134,99,13,Train/13/00013_00032_00027.png
169,124,15,10,155,114,13,Train/13/00013_00032_00028.png
207,146,17,12,190,133,13,Train/13/00013_00032_00029.png
33,30,5,5,28,25,13,Train/13/00013_00033_00000.png
34,30,6,6,29,25,13,Train/13/00013_00033_00001.png
34,34,5,6,29,29,13,Train/13/00013_00033_00002.png
32,30,5,5,27,25,13,Train/13/00013_00033_00003.png
34,32,5,6,29,27,13,Train/13/00013_00033_00004.png
37,33,6,5,32,28,13,Train/13/00013_00033_00005.png
37,35,6,6,32,30,13,Train/13/00013_00033_00006.png
38,36,5,5,33,31,13,Train/13/00013_00033_00007.png
41,38,5,5,35,32,13,Train/13/00013_00033_00008.png
44,40,5,6,39,35,13,Train/13/00013_00033_00009.png
46,40,6,6,41,35,13,Train/13/00013_00033_00010.png
45,39,5,5,40,34,13,Train/13/00013_00033_00011.png
45,39,5,5,40,34,13,Train/13/00013_00033_00012.png
49,42,6,5,44,36,13,Train/13/00013_00033_00013.png
52,45,6,6,47,40,13,Train/13/00013_00033_00014.png
51,49,5,6,46,44,13,Train/13/00013_00033_00015.png
51,49,5,6,46,44,13,Train/13/00013_00033_00016.png
59,53,6,5,53,48,13,Train/13/00013_00033_00017.png
61,57,5,6,56,52,13,Train/13/00013_00033_00018.png
69,61,7,6,63,56,13,Train/13/00013_00033_00019.png
70,62,6,5,63,56,13,Train/13/00013_00033_00020.png
75,65,6,5,69,59,13,Train/13/00013_00033_00021.png
82,72,7,7,74,66,13,Train/13/00013_00033_00022.png
86,76,7,7,79,70,13,Train/13/00013_00033_00023.png
97,85,9,8,89,78,13,Train/13/00013_00033_00024.png
105,96,9,9,96,87,13,Train/13/00013_00033_00025.png
113,105,10,10,104,96,13,Train/13/00013_00033_00026.png
132,118,12,11,121,108,13,Train/13/00013_00033_00027.png
142,131,12,12,130,120,13,Train/13/00013_00033_00028.png
166,155,15,14,151,141,13,Train/13/00013_00033_00029.png
30,29,5,5,25,24,13,Train/13/00013_00034_00000.png
32,30,6,5,27,25,13,Train/13/00013_00034_00001.png
34,32,5,5,29,27,13,Train/13/00013_00034_00002.png
36,32,6,5,30,27,13,Train/13/00013_00034_00003.png
36,33,6,5,30,27,13,Train/13/00013_00034_00004.png
36,34,6,6,31,29,13,Train/13/00013_00034_00005.png
36,35,6,6,31,29,13,Train/13/00013_00034_00006.png
36,35,6,6,31,29,13,Train/13/00013_00034_00007.png
37,33,6,5,32,28,13,Train/13/00013_00034_00008.png
37,35,6,6,32,29,13,Train/13/00013_00034_00009.png
39,37,6,6,33,31,13,Train/13/00013_00034_00010.png
39,36,6,5,33,30,13,Train/13/00013_00034_00011.png
39,37,6,5,34,31,13,Train/13/00013_00034_00012.png
39,38,6,6,34,32,13,Train/13/00013_00034_00013.png
40,39,6,6,35,33,13,Train/13/00013_00034_00014.png
40,38,6,5,35,32,13,Train/13/00013_00034_00015.png
41,39,6,6,36,34,13,Train/13/00013_00034_00016.png
42,39,6,5,37,34,13,Train/13/00013_00034_00017.png
42,39,5,5,36,34,13,Train/13/00013_00034_00018.png
43,40,6,5,38,35,13,Train/13/00013_00034_00019.png
44,41,6,5,39,36,13,Train/13/00013_00034_00020.png
45,42,5,5,39,37,13,Train/13/00013_00034_00021.png
46,44,6,5,41,38,13,Train/13/00013_00034_00022.png
46,44,5,5,41,39,13,Train/13/00013_00034_00023.png
48,46,6,6,42,40,13,Train/13/00013_00034_00024.png
48,45,5,5,42,40,13,Train/13/00013_00034_00025.png
50,47,6,6,44,42,13,Train/13/00013_00034_00026.png
50,48,6,6,45,43,13,Train/13/00013_00034_00027.png
50,47,5,5,44,42,13,Train/13/00013_00034_00028.png
52,50,6,6,46,44,13,Train/13/00013_00034_00029.png
35,38,5,6,30,33,13,Train/13/00013_00035_00000.png
39,42,6,6,34,37,13,Train/13/00013_00035_00001.png
41,46,6,6,36,41,13,Train/13/00013_00035_00002.png
43,47,6,5,38,42,13,Train/13/00013_00035_00003.png
43,49,5,6,38,44,13,Train/13/00013_00035_00004.png
45,50,6,5,40,45,13,Train/13/00013_00035_00005.png
45,51,6,5,40,46,13,Train/13/00013_00035_00006.png
47,54,5,5,42,49,13,Train/13/00013_00035_00007.png
48,55,5,5,43,50,13,Train/13/00013_00035_00008.png
53,57,6,5,48,52,13,Train/13/00013_00035_00009.png
54,60,6,6,49,55,13,Train/13/00013_00035_00010.png
55,61,6,5,50,56,13,Train/13/00013_00035_00011.png
56,62,6,5,51,57,13,Train/13/00013_00035_00012.png
59,68,6,7,54,62,13,Train/13/00013_00035_00013.png
61,69,5,6,56,63,13,Train/13/00013_00035_00014.png
65,73,6,7,60,67,13,Train/13/00013_00035_00015.png
68,74,6,6,62,68,13,Train/13/00013_00035_00016.png
71,80,6,7,65,73,13,Train/13/00013_00035_00017.png
76,83,6,8,70,76,13,Train/13/00013_00035_00018.png
83,91,8,8,76,83,13,Train/13/00013_00035_00019.png
87,94,8,8,80,86,13,Train/13/00013_00035_00020.png
94,100,8,9,86,92,13,Train/13/00013_00035_00021.png
98,106,8,10,90,97,13,Train/13/00013_00035_00022.png
107,111,10,10,98,102,13,Train/13/00013_00035_00023.png
113,119,10,11,104,109,13,Train/13/00013_00035_00024.png
125,128,11,12,115,117,13,Train/13/00013_00035_00025.png
132,134,11,12,121,123,13,Train/13/00013_00035_00026.png
146,142,13,12,134,130,13,Train/13/00013_00035_00027.png
158,156,13,14,145,143,13,Train/13/00013_00035_00028.png
170,166,15,15,156,152,13,Train/13/00013_00035_00029.png
36,36,5,6,31,31,13,Train/13/00013_00036_00000.png
36,36,5,6,31,31,13,Train/13/00013_00036_00001.png
37,35,6,5,32,30,13,Train/13/00013_00036_00002.png
37,36,6,5,32,31,13,Train/13/00013_00036_00003.png
39,39,5,6,34,34,13,Train/13/00013_00036_00004.png
40,39,6,6,35,34,13,Train/13/00013_00036_00005.png
39,38,5,5,34,33,13,Train/13/00013_00036_00006.png
39,38,5,5,34,33,13,Train/13/00013_00036_00007.png
40,38,6,5,35,33,13,Train/13/00013_00036_00008.png
42,41,6,6,37,36,13,Train/13/00013_00036_00009.png
42,40,6,5,37,35,13,Train/13/00013_00036_00010.png
41,40,5,5,36,35,13,Train/13/00013_00036_00011.png
43,41,6,6,38,36,13,Train/13/00013_00036_00012.png
42,41,5,6,37,36,13,Train/13/00013_00036_00013.png
42,41,5,6,37,36,13,Train/13/00013_00036_00014.png
42,42,5,5,37,37,13,Train/13/00013_00036_00015.png
43,42,6,5,38,37,13,Train/13/00013_00036_00016.png
44,43,5,5,39,38,13,Train/13/00013_00036_00017.png
44,43,5,5,39,38,13,Train/13/00013_00036_00018.png
46,44,6,5,41,39,13,Train/13/00013_00036_00019.png
49,46,6,5,44,41,13,Train/13/00013_00036_00020.png
53,52,6,6,48,47,13,Train/13/00013_00036_00021.png
55,54,5,5,50,49,13,Train/13/00013_00036_00022.png
61,57,6,5,56,52,13,Train/13/00013_00036_00023.png
63,60,6,6,58,55,13,Train/13/00013_00036_00024.png
71,68,7,7,65,62,13,Train/13/00013_00036_00025.png
82,71,8,6,75,65,13,Train/13/00013_00036_00026.png
85,81,7,8,78,74,13,Train/13/00013_00036_00027.png
98,88,9,8,90,81,13,Train/13/00013_00036_00028.png
117,105,10,10,107,96,13,Train/13/00013_00036_00029.png
36,36,6,6,31,31,13,Train/13/00013_00037_00000.png
35,35,5,5,30,30,13,Train/13/00013_00037_00001.png
35,35,5,5,30,30,13,Train/13/00013_00037_00002.png
36,36,6,6,31,31,13,Train/13/00013_00037_00003.png
38,38,6,6,33,33,13,Train/13/00013_00037_00004.png
38,37,6,5,33,32,13,Train/13/00013_00037_00005.png
40,39,6,5,35,34,13,Train/13/00013_00037_00006.png
39,39,5,5,34,34,13,Train/13/00013_00037_00007.png
42,42,6,6,37,37,13,Train/13/00013_00037_00008.png
41,41,5,5,36,36,13,Train/13/00013_00037_00009.png
43,43,5,5,38,38,13,Train/13/00013_00037_00010.png
43,43,5,5,38,38,13,Train/13/00013_00037_00011.png
43,44,5,6,38,39,13,Train/13/00013_00037_00012.png
46,45,6,5,41,40,13,Train/13/00013_00037_00013.png
46,46,6,6,41,41,13,Train/13/00013_00037_00014.png
45,45,5,5,40,40,13,Train/13/00013_00037_00015.png
49,49,5,5,44,44,13,Train/13/00013_00037_00016.png
50,49,6,5,45,44,13,Train/13/00013_00037_00017.png
54,54,6,6,49,49,13,Train/13/00013_00037_00018.png
54,54,6,6,49,49,13,Train/13/00013_00037_00019.png
58,58,6,6,53,53,13,Train/13/00013_00037_00020.png
68,67,7,6,62,61,13,Train/13/00013_00037_00021.png
72,72,7,7,66,66,13,Train/13/00013_00037_00022.png
74,74,7,7,68,68,13,Train/13/00013_00037_00023.png
83,84,7,8,76,77,13,Train/13/00013_00037_00024.png
96,96,9,9,88,88,13,Train/13/00013_00037_00025.png
107,107,9,9,98,98,13,Train/13/00013_00037_00026.png
121,122,10,11,111,112,13,Train/13/00013_00037_00027.png
143,143,12,12,131,131,13,Train/13/00013_00037_00028.png
172,172,15,15,158,158,13,Train/13/00013_00037_00029.png
39,36,6,5,34,31,13,Train/13/00013_00038_00000.png
38,37,5,6,33,32,13,Train/13/00013_00038_00001.png
39,36,6,6,34,31,13,Train/13/00013_00038_00002.png
37,35,5,5,32,30,13,Train/13/00013_00038_00003.png
38,36,5,5,33,31,13,Train/13/00013_00038_00004.png
38,38,6,6,33,33,13,Train/13/00013_00038_00005.png
41,39,6,6,36,34,13,Train/13/00013_00038_00006.png
41,39,5,5,36,34,13,Train/13/00013_00038_00007.png
41,39,6,5,36,34,13,Train/13/00013_00038_00008.png
44,41,6,6,39,36,13,Train/13/00013_00038_00009.png
44,42,6,6,39,37,13,Train/13/00013_00038_00010.png
46,44,5,6,41,39,13,Train/13/00013_00038_00011.png
49,45,5,6,44,40,13,Train/13/00013_00038_00012.png
52,48,5,6,47,43,13,Train/13/00013_00038_00013.png
53,49,5,6,48,44,13,Train/13/00013_00038_00014.png
56,51,5,5,51,46,13,Train/13/00013_00038_00015.png
59,53,6,6,54,48,13,Train/13/00013_00038_00016.png
61,54,6,5,56,49,13,Train/13/00013_00038_00017.png
62,58,5,6,57,53,13,Train/13/00013_00038_00018.png
65,61,6,6,60,56,13,Train/13/00013_00038_00019.png
68,62,7,6,62,57,13,Train/13/00013_00038_00020.png
70,65,6,6,64,60,13,Train/13/00013_00038_00021.png
74,69,6,6,68,63,13,Train/13/00013_00038_00022.png
81,73,7,6,74,67,13,Train/13/00013_00038_00023.png
87,81,7,7,80,74,13,Train/13/00013_00038_00024.png
94,85,9,7,86,78,13,Train/13/00013_00038_00025.png
105,96,9,9,96,88,13,Train/13/00013_00038_00026.png
111,105,9,9,102,96,13,Train/13/00013_00038_00027.png
124,117,10,11,114,107,13,Train/13/00013_00038_00028.png
148,136,12,11,136,125,13,Train/13/00013_00038_00029.png
29,28,5,6,24,23,13,Train/13/00013_00039_00000.png
30,27,6,6,25,22,13,Train/13/00013_00039_00001.png
30,28,5,5,25,23,13,Train/13/00013_00039_00002.png
33,30,5,5,28,25,13,Train/13/00013_00039_00003.png
35,31,5,5,30,26,13,Train/13/00013_00039_00004.png
35,31,5,5,30,26,13,Train/13/00013_00039_00005.png
35,31,5,5,30,26,13,Train/13/00013_00039_00006.png
35,32,5,6,30,27,13,Train/13/00013_00039_00007.png
36,31,6,5,31,26,13,Train/13/00013_00039_00008.png
37,32,6,5,32,27,13,Train/13/00013_00039_00009.png
35,32,5,6,30,27,13,Train/13/00013_00039_00010.png
37,34,5,6,32,29,13,Train/13/00013_00039_00011.png
39,34,6,5,34,29,13,Train/13/00013_00039_00012.png
38,32,5,5,33,27,13,Train/13/00013_00039_00013.png
40,34,5,5,35,29,13,Train/13/00013_00039_00014.png
42,37,6,6,37,32,13,Train/13/00013_00039_00015.png
46,39,6,6,41,34,13,Train/13/00013_00039_00016.png
48,40,6,5,43,35,13,Train/13/00013_00039_00017.png
48,40,6,5,43,35,13,Train/13/00013_00039_00018.png
48,42,5,5,43,37,13,Train/13/00013_00039_00019.png
52,45,6,5,47,40,13,Train/13/00013_00039_00020.png
55,49,6,6,50,44,13,Train/13/00013_00039_00021.png
56,51,5,6,51,46,13,Train/13/00013_00039_00022.png
58,52,5,5,53,47,13,Train/13/00013_00039_00023.png
62,55,5,5,57,50,13,Train/13/00013_00039_00024.png
69,58,7,5,63,53,13,Train/13/00013_00039_00025.png
74,63,7,6,68,58,13,Train/13/00013_00039_00026.png
80,69,8,7,73,63,13,Train/13/00013_00039_00027.png
88,76,7,6,81,70,13,Train/13/00013_00039_00028.png
101,87,9,8,93,80,13,Train/13/00013_00039_00029.png
32,30,6,6,27,25,13,Train/13/00013_00040_00000.png
36,30,6,5,31,25,13,Train/13/00013_00040_00001.png
33,29,5,5,28,24,13,Train/13/00013_00040_00002.png
34,32,5,5,29,27,13,Train/13/00013_00040_00003.png
35,33,6,6,30,28,13,Train/13/00013_00040_00004.png
36,34,5,5,31,29,13,Train/13/00013_00040_00005.png
37,35,5,5,32,30,13,Train/13/00013_00040_00006.png
38,36,6,6,33,31,13,Train/13/00013_00040_00007.png
38,36,6,6,33,31,13,Train/13/00013_00040_00008.png
41,39,6,6,36,34,13,Train/13/00013_00040_00009.png
42,39,5,5,37,34,13,Train/13/00013_00040_00010.png
41,36,6,5,36,31,13,Train/13/00013_00040_00011.png
38,35,6,6,33,30,13,Train/13/00013_00040_00012.png
40,37,6,6,35,32,13,Train/13/00013_00040_00013.png
42,39,6,6,37,34,13,Train/13/00013_00040_00014.png
47,43,6,6,42,38,13,Train/13/00013_00040_00015.png
51,46,6,5,46,41,13,Train/13/00013_00040_00016.png
52,46,6,5,47,41,13,Train/13/00013_00040_00017.png
53,49,5,6,48,44,13,Train/13/00013_00040_00018.png
55,49,5,6,50,44,13,Train/13/00013_00040_00019.png
60,53,5,5,55,48,13,Train/13/00013_00040_00020.png
62,56,5,6,57,51,13,Train/13/00013_00040_00021.png
69,59,7,6,63,54,13,Train/13/00013_00040_00022.png
72,61,7,5,66,56,13,Train/13/00013_00040_00023.png
81,70,8,6,74,64,13,Train/13/00013_00040_00024.png
81,73,7,6,74,67,13,Train/13/00013_00040_00025.png
96,84,9,7,88,77,13,Train/13/00013_00040_00026.png
105,92,10,8,96,84,13,Train/13/00013_00040_00027.png
123,110,10,10,113,101,13,Train/13/00013_00040_00028.png
143,122,13,10,131,112,13,Train/13/00013_00040_00029.png
63,57,5,5,58,52,13,Train/13/00013_00041_00000.png
63,57,5,5,58,52,13,Train/13/00013_00041_00001.png
63,57,5,5,58,52,13,Train/13/00013_00041_00002.png
63,57,5,5,58,52,13,Train/13/00013_00041_00003.png
63,58,5,6,58,53,13,Train/13/00013_00041_00004.png
64,57,6,5,59,52,13,Train/13/00013_00041_00005.png
63,58,5,6,58,53,13,Train/13/00013_00041_00006.png
63,57,5,5,58,52,13,Train/13/00013_00041_00007.png
64,57,6,5,59,52,13,Train/13/00013_00041_00008.png
64,58,5,5,59,53,13,Train/13/00013_00041_00009.png
65,59,6,6,60,54,13,Train/13/00013_00041_00010.png
64,60,5,6,59,55,13,Train/13/00013_00041_00011.png
65,60,6,6,60,55,13,Train/13/00013_00041_00012.png
70,61,7,6,64,56,13,Train/13/00013_00041_00013.png
69,60,6,5,63,55,13,Train/13/00013_00041_00014.png
69,61,6,5,63,56,13,Train/13/00013_00041_00015.png
70,61,7,5,64,56,13,Train/13/00013_00041_00016.png
70,61,7,5,64,56,13,Train/13/00013_00041_00017.png
71,63,7,6,65,58,13,Train/13/00013_00041_00018.png
71,63,7,6,65,58,13,Train/13/00013_00041_00019.png
71,63,7,6,65,58,13,Train/13/00013_00041_00020.png
72,62,7,5,66,57,13,Train/13/00013_00041_00021.png
72,63,6,5,66,58,13,Train/13/00013_00041_00022.png
74,64,6,5,68,59,13,Train/13/00013_00041_00023.png
75,64,7,5,69,59,13,Train/13/00013_00041_00024.png
74,64,6,5,68,59,13,Train/13/00013_00041_00025.png
75,64,7,5,69,59,13,Train/13/00013_00041_00026.png
74,64,6,5,68,59,13,Train/13/00013_00041_00027.png
75,64,7,5,69,59,13,Train/13/00013_00041_00028.png
77,64,7,5,71,59,13,Train/13/00013_00041_00029.png
35,31,5,5,30,26,13,Train/13/00013_00042_00000.png
38,33,6,6,33,28,13,Train/13/00013_00042_00001.png
38,33,6,6,33,28,13,Train/13/00013_00042_00002.png
37,33,6,6,32,28,13,Train/13/00013_00042_00003.png
37,33,5,6,32,28,13,Train/13/00013_00042_00004.png
39,35,5,6,34,30,13,Train/13/00013_00042_00005.png
40,36,6,6,35,31,13,Train/13/00013_00042_00006.png
40,37,5,6,35,32,13,Train/13/00013_00042_00007.png
39,35,5,5,34,30,13,Train/13/00013_00042_00008.png
44,38,6,5,39,33,13,Train/13/00013_00042_00009.png
46,40,6,6,41,35,13,Train/13/00013_00042_00010.png
46,41,6,6,41,36,13,Train/13/00013_00042_00011.png
47,42,6,6,42,37,13,Train/13/00013_00042_00012.png
48,42,6,5,43,37,13,Train/13/00013_00042_00013.png
49,43,6,6,44,38,13,Train/13/00013_00042_00014.png
50,44,6,6,45,39,13,Train/13/00013_00042_00015.png
53,47,6,6,48,42,13,Train/13/00013_00042_00016.png
53,47,6,6,48,42,13,Train/13/00013_00042_00017.png
54,47,5,5,49,42,13,Train/13/00013_00042_00018.png
57,47,5,6,52,42,13,Train/13/00013_00042_00019.png
58,50,6,5,53,45,13,Train/13/00013_00042_00020.png
62,51,5,5,57,46,13,Train/13/00013_00042_00021.png
62,54,5,6,57,49,13,Train/13/00013_00042_00022.png
62,54,5,6,57,49,13,Train/13/00013_00042_00023.png
62,56,5,6,57,51,13,Train/13/00013_00042_00024.png
68,56,7,5,62,51,13,Train/13/00013_00042_00025.png
68,56,7,5,62,51,13,Train/13/00013_00042_00026.png
67,56,6,5,61,51,13,Train/13/00013_00042_00027.png
68,57,7,6,62,52,13,Train/13/00013_00042_00028.png
69,57,6,5,63,52,13,Train/13/00013_00042_00029.png
37,35,5,5,32,30,13,Train/13/00013_00043_00000.png
39,37,6,6,34,32,13,Train/13/00013_00043_00001.png
40,38,6,6,35,33,13,Train/13/00013_00043_00002.png
37,36,5,6,32,31,13,Train/13/00013_00043_00003.png
39,37,6,6,34,32,13,Train/13/00013_00043_00004.png
41,39,6,6,36,34,13,Train/13/00013_00043_00005.png
40,39,5,6,35,34,13,Train/13/00013_00043_00006.png
41,39,6,6,36,34,13,Train/13/00013_00043_00007.png
41,40,5,6,36,35,13,Train/13/00013_00043_00008.png
43,42,5,6,38,37,13,Train/13/00013_00043_00009.png
44,41,5,5,39,36,13,Train/13/00013_00043_00010.png
45,42,5,5,40,37,13,Train/13/00013_00043_00011.png
47,44,6,6,42,39,13,Train/13/00013_00043_00012.png
49,45,5,6,44,40,13,Train/13/00013_00043_00013.png
50,45,6,5,45,40,13,Train/13/00013_00043_00014.png
52,47,6,6,47,42,13,Train/13/00013_00043_00015.png
50,46,5,6,45,41,13,Train/13/00013_00043_00016.png
55,48,6,5,50,43,13,Train/13/00013_00043_00017.png
55,49,5,5,50,44,13,Train/13/00013_00043_00018.png
56,50,5,6,51,45,13,Train/13/00013_00043_00019.png
61,53,6,5,56,48,13,Train/13/00013_00043_00020.png
62,55,6,6,57,50,13,Train/13/00013_00043_00021.png
64,57,5,5,59,52,13,Train/13/00013_00043_00022.png
69,57,7,5,63,52,13,Train/13/00013_00043_00023.png
71,61,7,5,65,56,13,Train/13/00013_00043_00024.png
74,67,7,6,68,61,13,Train/13/00013_00043_00025.png
74,69,6,7,68,63,13,Train/13/00013_00043_00026.png
82,74,7,6,75,68,13,Train/13/00013_00043_00027.png
87,76,7,7,80,70,13,Train/13/00013_00043_00028.png
93,85,9,8,85,78,13,Train/13/00013_00043_00029.png
39,36,5,5,34,31,13,Train/13/00013_00044_00000.png
40,38,5,6,35,33,13,Train/13/00013_00044_00001.png
43,40,6,6,38,35,13,Train/13/00013_00044_00002.png
46,42,5,5,41,37,13,Train/13/00013_00044_00003.png
43,39,6,5,38,34,13,Train/13/00013_00044_00004.png
43,41,5,5,38,36,13,Train/13/00013_00044_00005.png
43,40,5,6,38,35,13,Train/13/00013_00044_00006.png
46,42,5,5,41,37,13,Train/13/00013_00044_00007.png
48,42,6,5,43,37,13,Train/13/00013_00044_00008.png
49,43,6,6,44,38,13,Train/13/00013_00044_00009.png
47,42,5,6,42,37,13,Train/13/00013_00044_00010.png
48,44,5,6,43,39,13,Train/13/00013_00044_00011.png
50,44,6,5,45,39,13,Train/13/00013_00044_00012.png
50,45,6,6,45,40,13,Train/13/00013_00044_00013.png
51,46,5,6,46,41,13,Train/13/00013_00044_00014.png
51,45,5,5,46,40,13,Train/13/00013_00044_00015.png
53,49,6,6,48,44,13,Train/13/00013_00044_00016.png
55,49,6,5,50,44,13,Train/13/00013_00044_00017.png
57,52,5,5,52,47,13,Train/13/00013_00044_00018.png
63,54,6,6,58,49,13,Train/13/00013_00044_00019.png
70,57,6,5,64,52,13,Train/13/00013_00044_00020.png
68,60,6,6,62,55,13,Train/13/00013_00044_00021.png
68,61,6,6,62,56,13,Train/13/00013_00044_00022.png
72,60,7,5,66,55,13,Train/13/00013_00044_00023.png
73,67,6,6,67,61,13,Train/13/00013_00044_00024.png
80,70,8,7,73,64,13,Train/13/00013_00044_00025.png
82,73,8,7,75,67,13,Train/13/00013_00044_00026.png
86,75,8,7,79,69,13,Train/13/00013_00044_00027.png
93,80,8,7,85,73,13,Train/13/00013_00044_00028.png
96,83,9,8,88,76,13,Train/13/00013_00044_00029.png
71,71,7,7,65,65,13,Train/13/00013_00045_00000.png
71,71,7,7,65,65,13,Train/13/00013_00045_00001.png
75,74,7,6,69,68,13,Train/13/00013_00045_00002.png
74,74,6,6,68,68,13,Train/13/00013_00045_00003.png
76,76,7,7,70,70,13,Train/13/00013_00045_00004.png
76,76,7,7,70,70,13,Train/13/00013_00045_00005.png
80,80,8,8,73,73,13,Train/13/00013_00045_00006.png
81,81,8,8,74,74,13,Train/13/00013_00045_00007.png
81,81,8,8,74,74,13,Train/13/00013_00045_00008.png
80,81,7,8,73,74,13,Train/13/00013_00045_00009.png
81,80,8,7,74,73,13,Train/13/00013_00045_00010.png
83,82,8,7,76,75,13,Train/13/00013_00045_00011.png
84,84,7,7,77,77,13,Train/13/00013_00045_00012.png
88,88,7,7,81,81,13,Train/13/00013_00045_00013.png
92,91,9,8,84,83,13,Train/13/00013_00045_00014.png
95,95,9,9,87,87,13,Train/13/00013_00045_00015.png
97,97,9,9,89,89,13,Train/13/00013_00045_00016.png
97,97,9,9,89,89,13,Train/13/00013_00045_00017.png
103,103,9,9,94,94,13,Train/13/00013_00045_00018.png
106,106,10,10,97,97,13,Train/13/00013_00045_00019.png
112,112,10,10,103,103,13,Train/13/00013_00045_00020.png
118,118,11,11,108,108,13,Train/13/00013_00045_00021.png
121,120,11,10,111,110,13,Train/13/00013_00045_00022.png
124,125,10,11,114,115,13,Train/13/00013_00045_00023.png
129,129,12,12,118,118,13,Train/13/00013_00045_00024.png
137,137,12,12,126,126,13,Train/13/00013_00045_00025.png
143,142,13,12,131,130,13,Train/13/00013_00045_00026.png
152,152,14,14,139,139,13,Train/13/00013_00045_00027.png
154,154,13,13,141,141,13,Train/13/00013_00045_00028.png
158,169,14,14,145,155,13,Train/13/00013_00045_00029.png
32,39,6,6,27,34,13,Train/13/00013_00046_00000.png
31,39,5,6,26,34,13,Train/13/00013_00046_00001.png
32,41,5,6,27,36,13,Train/13/00013_00046_00002.png
33,40,6,5,28,35,13,Train/13/00013_00046_00003.png
32,40,5,5,27,35,13,Train/13/00013_00046_00004.png
34,40,6,5,29,35,13,Train/13/00013_00046_00005.png
35,42,5,5,30,37,13,Train/13/00013_00046_00006.png
36,41,6,5,31,36,13,Train/13/00013_00046_00007.png
38,43,6,5,33,38,13,Train/13/00013_00046_00008.png
39,43,5,5,34,38,13,Train/13/00013_00046_00009.png
42,43,6,6,37,38,13,Train/13/00013_00046_00010.png
42,43,6,6,37,38,13,Train/13/00013_00046_00011.png
43,43,5,5,38,38,13,Train/13/00013_00046_00012.png
